season,month,home_team,home_score,away_score,away_team,home_budget,away_budget,stadium_capacity,is_international_window,score_diff,home_win
2020,0,Lyon,25,23,Bordeaux,3,3,25000,0,2,1
2020,0,Pau,3,31,Racing 92,2,3,18000,0,-28,0
2020,0,Toulon,23,3,La Rochelle,3,3,18000,0,20,1
2020,0,Bayonne,28,24,Montpellier,2,3,16900,0,4,1
2020,0,Toulouse,36,15,Castres,3,2,19000,0,21,1
2020,0,La Rochelle,41,17,Brive,3,1,16000,0,24,1
2020,0,Lyon,27,8,Pau,3,2,25000,0,19,1
2020,0,Racing 92,27,27,Agen,3,1,30000,0,0,0
2020,0,Paris,33,30,Toulon,3,3,20000,0,3,1
2020,0,Bordeaux,42,15,Clermont,3,3,33000,0,27,1
2020,0,Montpellier,33,22,Toulouse,3,3,15600,0,11,1
2020,0,Agen,27,14,Paris,1,3,14000,0,13,1
2020,0,Brive,30,9,Bordeaux,1,3,13900,0,21,1
2020,0,Pau,37,24,Castres,2,2,18000,0,13,1
2020,0,Toulon,20,9,Bayonne,3,2,18000,0,11,1
2020,0,La Rochelle,12,6,Racing 92,3,3,16000,0,6,1
2020,0,Clermont,24,15,Lyon,3,3,19000,0,9,1
2020,0,Toulon,19,19,Montpellier,3,3,18000,0,0,0
2020,0,Bayonne,3,9,Pau,2,2,16900,0,-6,0
2020,0,Bordeaux,23,0,Agen,3,1,33000,0,23,1
2020,0,Castres,28,26,Brive,2,1,12500,0,2,1
2020,0,Toulouse,34,8,Clermont,3,3,19000,0,26,1
2020,0,Lyon,45,17,La Rochelle,3,3,25000,0,28,1
2020,0,Paris,9,25,Racing 92,3,3,20000,0,-16,0
2020,0,Racing 92,30,34,Bordeaux,3,3,30000,0,-4,0
2020,0,Clermont,30,13,Agen,3,1,19000,0,17,1
2020,0,La Rochelle,22,13,Castres,3,2,16000,0,9,1
2020,0,Pau,9,19,Toulon,2,3,18000,0,-10,0
2020,0,Montpellier,33,8,Lyon,3,3,15600,0,25,1
2020,0,Brive,26,21,Paris,1,3,13900,0,5,1
2020,0,Toulouse,45,10,Bayonne,3,2,19000,0,35,1
2020,0,Bayonne,6,6,Brive,2,1,16900,0,0,0
2020,0,Castres,29,12,Lyon,2,3,12500,0,17,1
2020,0,Racing 92,29,25,Montpellier,3,3,30000,0,4,1
2020,0,Agen,8,13,Toulouse,1,3,14000,0,-5,0
2020,0,Paris,21,18,Pau,3,2,20000,0,3,1
2020,0,Bordeaux,20,15,La Rochelle,3,3,33000,0,5,1
2020,0,Toulon,41,19,Clermont,3,3,18000,0,22,1
2020,0,Lyon,52,9,Bayonne,3,2,25000,0,43,1
2020,0,Brive,20,44,Racing 92,1,3,13900,0,-24,0
2020,0,Montpellier,20,20,Paris,3,3,15600,0,0,0
2020,0,La Rochelle,40,8,Agen,3,1,16000,0,32,1
2020,0,Pau,23,27,Bordeaux,2,3,18000,0,-4,0
2020,0,Clermont,39,22,Castres,3,2,19000,0,17,1
2020,0,Toulouse,13,13,Toulon,3,3,19000,0,0,0
2020,0,Agen,12,13,Lyon,1,3,14000,0,-1,0
2020,0,Racing 92,27,19,Clermont,3,3,30000,0,8,1
2020,0,Bordeaux,22,3,Bayonne,3,2,33000,0,19,1
2020,0,Montpellier,29,26,Brive,3,1,15600,0,3,1
2020,0,Pau,13,44,La Rochelle,2,3,18000,0,-31,0
2020,0,Toulon,43,3,Castres,3,2,18000,0,40,1
2020,0,Paris,30,18,Toulouse,3,3,20000,0,12,1
2020,0,Lyon,27,12,Toulon,3,3,25000,0,15,1
2020,0,Brive,33,26,Pau,1,2,13900,0,7,1
2020,0,Castres,0,27,Racing 92,2,3,12500,0,-27,0
2020,0,La Rochelle,35,30,Montpellier,3,3,16000,0,5,1
2020,0,Clermont,29,19,Paris,3,3,19000,0,10,1
2020,0,Bayonne,22,23,Agen,2,1,16900,0,-1,0
2020,0,Toulouse,22,14,Bordeaux,3,3,19000,0,8,1
2020,0,Bordeaux,37,19,Lyon,3,3,33000,0,18,1
2020,0,Montpellier,31,29,Bayonne,3,2,15600,0,2,1
2020,0,Pau,20,23,Clermont,2,3,18000,0,-3,0
2020,0,Toulon,34,17,Brive,3,1,18000,0,17,1
2020,0,Paris,21,20,La Rochelle,3,3,20000,0,1,1
2020,0,Agen,24,43,Castres,1,2,14000,0,-19,0
2020,0,Racing 92,30,27,Toulouse,3,3,30000,0,3,1
2020,0,La Rochelle,17,12,Toulon,3,3,16000,0,5,1
2020,0,Bayonne,28,17,Paris,2,3,16900,0,11,1
2020,0,Brive,16,30,Agen,1,1,13900,0,-14,0
2020,0,Castres,26,16,Pau,2,2,12500,0,10,1
2020,0,Clermont,22,31,Bordeaux,3,3,19000,0,-9,0
2020,0,Lyon,29,20,Racing 92,3,3,25000,0,9,1
2020,0,Toulouse,25,7,Montpellier,3,3,19000,0,18,1
2020,0,Racing 92,49,0,La Rochelle,3,3,30000,0,49,1
2020,0,Agen,15,32,Clermont,1,3,14000,0,-17,0
2020,0,Bayonne,20,10,Toulouse,2,3,16900,0,10,1
2020,0,Pau,19,15,Montpellier,2,3,18000,0,4,1
2020,0,Brive,30,16,Lyon,1,3,13900,0,14,1
2020,0,Bordeaux,26,24,Castres,3,2,33000,0,2,1
2020,0,Toulon,19,18,Paris,3,3,18000,0,1,1
2021,0,Montpellier,23,26,Pau,3,2,15600,0,-3,0
2021,0,La Rochelle,29,15,Toulon,3,3,16000,0,14,1
2021,0,Agen,22,26,Castres,1,2,14000,0,-4,0
2021,0,Lyon,23,27,Racing 92,3,3,25000,0,-4,0
2021,0,Brive,42,23,Bayonne,1,2,13900,0,19,1
2021,0,Clermont,33,30,Toulouse,3,3,19000,0,3,1
2021,0,Paris,26,16,Bordeaux,3,3,20000,0,10,1
2021,0,Pau,33,23,Agen,2,1,18000,0,10,1
2021,0,Racing 92,41,17,Montpellier,3,3,30000,0,24,1
2021,0,Toulouse,39,23,La Rochelle,3,3,19000,0,16,1
2021,0,Bayonne,21,19,Clermont,2,3,16900,0,2,1
2021,0,Bordeaux,25,20,Brive,3,1,33000,0,5,1
2021,0,Castres,16,22,Paris,2,3,12500,0,-6,0
2021,0,Toulon,36,14,Lyon,3,3,18000,0,22,1
2021,0,Brive,19,13,Pau,1,2,13900,0,6,1
2021,0,Paris,19,26,Bayonne,3,2,20000,0,-7,0
2021,0,Clermont,31,12,Agen,3,1,19000,0,19,1
2021,0,Toulouse,39,19,Toulon,3,3,19000,0,20,1
2021,0,Lyon,27,10,Bordeaux,3,3,25000,0,17,1
2021,0,La Rochelle,9,6,Racing 92,3,3,16000,0,3,1
2021,0,Montpellier,19,21,Castres,3,2,15600,0,-2,0
2021,0,Bayonne,19,36,La Rochelle,2,3,16900,0,-17,0
2021,0,Agen,3,20,Paris,1,3,14000,0,-17,0
2021,0,Toulon,25,21,Montpellier,3,3,18000,0,4,1
2021,0,Racing 92,24,30,Toulouse,3,3,30000,0,-6,0
2021,0,Pau,29,29,Lyon,2,3,18000,0,0,0
2021,0,Castres,24,25,Brive,2,1,12500,0,-1,0
2021,0,Bordeaux,16,16,Clermont,3,3,33000,0,0,0
2021,0,La Rochelle,62,3,Castres,3,2,16000,0,59,1
2021,0,Montpellier,42,13,Agen,3,1,15600,0,29,1
2021,0,Pau,29,24,Bordeaux,2,3,18000,0,5,1
2021,0,Brive,16,36,Toulouse,1,3,13900,0,-20,0
2021,0,Lyon,62,10,Bayonne,3,2,25000,0,52,1
2021,0,Clermont,41,27,Paris,3,3,19000,0,14,1
2021,0,Racing 92,23,29,Toulon,3,3,30000,0,-6,0
2021,0,Toulon,19,6,Castres,3,2,18000,0,13,1
2021,0,Toulouse,7,16,Lyon,3,3,19000,0,-9,0
2021,0,Paris,25,27,Racing 92,3,3,20000,0,-2,0
2021,0,Agen,15,26,Bayonne,1,2,14000,0,-11,0
2021,0,Clermont,50,29,Pau,3,2,19000,0,21,1
2021,0,Montpellier,30,6,Brive,3,1,15600,0,24,1
2021,0,La Rochelle,20,6,Bordeaux,3,3,16000,0,14,1
2021,0,Brive,21,43,Clermont,1,3,13900,0,-22,0
2021,0,Bordeaux,71,5,Agen,3,1,33000,0,66,1
2021,0,Castres,28,26,Racing 92,2,3,12500,0,2,1
2021,0,Pau,24,35,La Rochelle,2,3,18000,0,-11,0
2021,0,Paris,48,14,Toulouse,3,3,20000,0,34,1
2021,0,Bayonne,35,29,Toulon,2,3,16900,0,6,1
2021,0,Lyon,24,20,Montpellier,3,3,25000,0,4,1
2021,0,Toulon,35,19,Brive,3,1,18000,0,16,1
2021,0,Toulouse,16,16,Castres,3,2,19000,0,0,0
2021,0,Bordeaux,43,19,Bayonne,3,2,33000,0,24,1
2021,0,Racing 92,24,22,Pau,3,2,30000,0,2,1
2021,0,Agen,16,19,Lyon,1,3,14000,0,-3,0
2021,0,La Rochelle,19,10,Clermont,3,3,16000,0,9,1
2021,0,Montpellier,31,6,Paris,3,3,15600,0,25,1
2021,0,Castres,29,30,Bordeaux,2,3,12500,0,-1,0
2021,0,Pau,16,22,Toulouse,2,3,18000,0,-6,0
2021,0,Agen,9,38,Toulon,1,3,14000,0,-29,0
2021,0,Bayonne,29,20,Montpellier,2,3,16900,0,9,1
2021,0,Brive,19,23,Racing 92,1,3,13900,0,-4,0
2021,0,Paris,35,13,La Rochelle,3,3,20000,0,22,1
2021,0,Clermont,26,18,Lyon,3,3,19000,0,8,1
2021,0,Castres,14,40,Clermont,2,3,12500,0,-26,0
2021,0,Toulon,18,13,Pau,3,2,18000,0,5,1
2021,0,La Rochelle,36,22,Brive,3,1,16000,0,14,1
2021,0,Montpellier,22,23,Bordeaux,3,3,15600,0,-1,0
2021,0,Toulouse,63,18,Agen,3,1,19000,0,45,1
2021,0,Racing 92,43,17,Bayonne,3,2,30000,0,26,1
2021,0,Lyon,20,19,Paris,3,3,25000,0,1,1
2021,0,Clermont,15,21,Montpellier,3,3,19000,0,-6,0
2021,0,Bordeaux,12,17,Racing 92,3,3,33000,0,-5,0
2021,0,Agen,6,15,Brive,1,1,14000,0,-9,0
2021,0,Bayonne,20,24,Toulouse,2,3,16900,0,-4,0
2021,0,Lyon,22,18,La Rochelle,3,3,25000,0,4,1
2021,0,Pau,13,17,Castres,2,2,18000,0,-4,0
2021,0,Paris,24,23,Toulon,3,3,20000,0,1,1
2021,0,La Rochelle,22,9,Montpellier,3,3,16000,0,13,1
2021,0,Brive,12,8,Lyon,1,3,13900,0,4,1
2021,0,Racing 92,45,10,Agen,3,1,30000,0,35,1
2021,0,Toulouse,45,23,Bordeaux,3,3,19000,0,22,1
2021,0,Pau,29,27,Paris,2,3,18000,0,2,1
2021,0,Toulon,27,9,Clermont,3,3,18000,0,18,1
2021,0,Castres,31,21,Bayonne,2,2,12500,0,10,1
2021,0,Bordeaux,31,18,Toulon,3,3,33000,0,13,1
2021,0,Montpellier,9,16,Toulouse,3,3,15600,0,-7,0
2021,0,Agen,13,43,La Rochelle,1,3,14000,0,-30,0
2021,0,Lyon,14,15,Castres,3,2,25000,0,-1,0
2021,0,Paris,51,21,Brive,3,1,20000,0,30,1
2021,0,Clermont,22,24,Racing 92,3,3,19000,0,-2,0
2021,0,Bayonne,22,23,Pau,2,2,16900,0,-1,0
2021,0,Castres,39,23,Agen,2,1,12500,0,16,1
2021,0,Brive,23,22,Montpellier,1,3,13900,0,1,1
2021,0,Pau,31,42,Clermont,2,3,18000,0,-11,0
2021,0,Bordeaux,31,9,Lyon,3,3,33000,0,22,1
2021,0,Toulouse,48,24,Paris,3,3,19000,0,24,1
2021,0,Racing 92,26,22,La Rochelle,3,3,30000,0,4,1
2021,0,Toulon,14,16,Bayonne,3,2,18000,0,-2,0
2021,0,Montpellier,22,24,Racing 92,3,3,15600,0,-2,0
2021,0,Clermont,36,37,Bordeaux,3,3,19000,0,-1,0
2021,0,Brive,25,23,Toulon,1,3,13900,0,2,1
2021,0,Lyon,17,18,Pau,3,2,25000,0,-1,0
2021,0,Paris,29,9,Castres,3,2,20000,0,20,1
2021,0,La Rochelle,11,14,Toulouse,3,3,16000,0,-3,0
2021,0,Bayonne,48,20,Agen,2,1,16900,0,28,1
2021,0,Toulouse,31,9,Pau,3,2,19000,0,22,1
2021,0,Bordeaux,44,6,Paris,3,3,33000,0,38,1
2021,0,Castres,48,17,Montpellier,2,3,12500,0,31,1
2021,0,Racing 92,34,26,Lyon,3,3,30000,0,8,1
2021,0,Toulon,11,29,La Rochelle,3,3,18000,0,-18,0
2021,0,Bayonne,26,23,Brive,2,1,16900,0,3,1
2021,0,Agen,16,52,Clermont,1,3,14000,0,-36,0
2021,0,Racing 92,23,20,Castres,3,2,30000,0,3,1
2021,0,La Rochelle,16,11,Paris,3,3,16000,0,5,1
2021,0,Agen,19,39,Montpellier,1,3,14000,0,-20,0
2021,0,Brive,25,23,Bordeaux,1,3,13900,0,2,1
2021,0,Clermont,73,3,Bayonne,3,2,19000,0,70,1
2021,0,Pau,29,33,Toulon,2,3,18000,0,-4,0
2021,0,Lyon,31,23,Toulouse,3,3,25000,0,8,1
2021,0,Montpellier,22,16,Clermont,3,3,15600,0,6,1
2021,0,Toulouse,42,17,Brive,3,1,19000,0,25,1
2021,0,Bayonne,20,28,Lyon,2,3,16900,0,-8,0
2021,0,Bordeaux,29,23,Pau,3,2,33000,0,6,1
2021,0,Castres,22,15,La Rochelle,2,3,12500,0,7,1
2021,0,Paris,40,21,Agen,3,1,20000,0,19,1
2021,0,Toulon,25,21,Racing 92,3,3,18000,0,4,1
2021,0,La Rochelle,40,3,Bayonne,3,2,16000,0,37,1
2021,0,Racing 92,32,33,Bordeaux,3,3,30000,0,-1,0
2021,0,Agen,0,59,Toulouse,1,3,14000,0,-59,0
2021,0,Clermont,59,19,Castres,3,2,19000,0,40,1
2021,0,Montpellier,16,21,Lyon,3,3,15600,0,-5,0
2021,0,Pau,27,32,Brive,2,1,18000,0,-5,0
2021,0,Toulon,35,13,Paris,3,3,18000,0,22,1
2021,0,Paris,27,34,Clermont,3,3,20000,0,-7,0
2021,0,Bayonne,23,13,Racing 92,2,3,16900,0,10,1
2021,0,Bordeaux,11,26,La Rochelle,3,3,33000,0,-15,0
2021,0,Brive,57,3,Agen,1,1,13900,0,54,1
2021,0,Castres,38,33,Pau,2,2,12500,0,5,1
2021,0,Toulouse,16,29,Montpellier,3,3,19000,0,-13,0
2021,0,Lyon,54,16,Toulon,3,3,25000,0,38,1
2021,0,Pau,43,33,Bayonne,2,2,18000,0,10,1
2021,0,Castres,26,24,Toulouse,2,3,12500,0,2,1
2021,0,La Rochelle,38,23,Lyon,3,3,16000,0,15,1
2021,0,Racing 92,29,35,Paris,3,3,30000,0,-6,0
2021,0,Clermont,37,27,Brive,3,1,19000,0,10,1
2021,0,Montpellier,29,10,Toulon,3,3,15600,0,19,1
2021,0,Agen,3,49,Bordeaux,1,3,14000,0,-46,0
2021,0,Lyon,41,30,Clermont,3,3,25000,0,11,1
2021,0,Paris,46,32,Pau,3,2,20000,0,14,1
2021,0,Toulouse,34,16,Racing 92,3,3,19000,0,18,1
2021,0,Bayonne,23,26,Castres,2,2,16900,0,-3,0
2021,0,Toulon,34,17,Agen,3,1,18000,0,17,1
2021,0,Brive,24,12,La Rochelle,1,3,13900,0,12,1
2021,0,Bordeaux,57,9,Montpellier,3,3,33000,0,48,1
2021,0,Castres,37,29,Lyon,2,3,12500,0,8,1
2021,0,Racing 92,45,19,Clermont,3,3,30000,0,26,1
2021,0,Agen,7,47,Pau,1,2,14000,0,-40,0
2021,0,Bayonne,22,47,Bordeaux,2,3,16900,0,-25,0
2021,0,Brive,28,31,Paris,1,3,13900,0,-3,0
2021,0,Montpellier,32,22,La Rochelle,3,3,15600,0,10,1
2021,0,Toulon,44,10,Toulouse,3,3,18000,0,34,1
2021,0,Pau,29,35,Racing 92,2,3,18000,0,-6,0
2021,0,Bordeaux,20,16,Castres,3,2,33000,0,4,1
2021,0,La Rochelle,59,0,Agen,3,1,16000,0,59,1
2021,0,Lyon,24,7,Brive,3,1,25000,0,17,1
2021,0,Paris,32,10,Montpellier,3,3,20000,0,22,1
2021,0,Toulouse,28,32,Bayonne,3,2,19000,0,-4,0
2021,0,Clermont,25,16,Toulon,3,3,19000,0,9,1
2021,0,Paris,46,27,Lyon,3,3,20000,0,19,1
2021,0,Toulon,25,19,Bordeaux,3,3,18000,0,6,1
2021,0,Agen,14,54,Racing 92,1,3,14000,0,-40,0
2021,0,Brive,28,33,Castres,1,2,13900,0,-5,0
2021,0,La Rochelle,51,27,Pau,3,2,16000,0,24,1
2021,0,Montpellier,23,19,Bayonne,3,2,15600,0,4,1
2021,0,Toulouse,36,27,Clermont,3,3,19000,0,9,1
2021,0,Bayonne,9,12,Paris,2,3,16900,0,-3,0
2021,0,Castres,46,24,Toulon,2,3,12500,0,22,1
2021,0,Clermont,25,20,La Rochelle,3,3,19000,0,5,1
2021,0,Lyon,52,7,Agen,3,1,25000,0,45,1
2021,0,Pau,41,25,Montpellier,2,3,18000,0,16,1
2021,0,Racing 92,55,12,Brive,3,1,30000,0,43,1
2021,0,Bordeaux,10,21,Toulouse,3,3,33000,0,-11,0
2021,0,Racing 92,38,21,Paris,3,3,30000,0,17,1
2021,0,Bordeaux,25,16,Clermont,3,3,33000,0,9,1
2021,0,La Rochelle,19,6,Racing 92,3,3,16000,0,13,1
2021,0,Toulouse,24,21,Bordeaux,3,3,19000,0,3,1
2021,0,Toulouse,18,8,La Rochelle,3,3,19000,0,10,1
2021,0,Biarritz,6,6,Bayonne,1,2,13500,0,0,0
2022,0,Biarritz,27,15,Bordeaux,1,3,13500,0,12,1
2022,0,Brive,36,15,Perpignan,1,1,13900,0,21,1
2022,0,Castres,16,12,Pau,2,2,12500,0,4,1
2022,0,Paris,21,36,Racing 92,3,3,20000,0,-15,0
2022,0,Toulon,24,24,Montpellier,3,3,18000,0,0,0
2022,0,Lyon,28,19,Clermont,3,3,25000,0,9,1
2022,0,La Rochelle,16,20,Toulouse,3,3,16000,0,-4,0
2022,0,Clermont,30,34,Castres,3,2,19000,0,-4,0
2022,0,Montpellier,39,17,Brive,3,1,15600,0,22,1
2022,0,Pau,21,17,Lyon,2,3,18000,0,4,1
2022,0,Perpignan,33,20,Biarritz,1,1,14500,0,13,1
2022,0,Bordeaux,37,10,Paris,3,3,33000,0,27,1
2022,0,Racing 92,23,10,La Rochelle,3,3,30000,0,13,1
2022,0,Toulouse,41,10,Toulon,3,3,19000,0,31,1
2022,0,Biarritz,28,19,Racing 92,1,3,13500,0,9,1
2022,0,Brive,30,13,Pau,1,2,13900,0,17,1
2022,0,Castres,23,23,Bordeaux,2,3,12500,0,0,0
2022,0,Lyon,47,3,Perpignan,3,1,25000,0,44,1
2022,0,Montpellier,15,17,Toulouse,3,3,15600,0,-2,0
2022,0,Clermont,23,22,La Rochelle,3,3,19000,0,1,1
2022,0,Toulon,38,5,Paris,3,3,18000,0,33,1
2022,0,Bordeaux,29,10,Brive,3,1,33000,0,19,1
2022,0,Pau,23,22,Montpellier,2,3,18000,0,1,1
2022,0,Paris,34,10,Castres,3,2,20000,0,24,1
2022,0,La Rochelle,59,17,Biarritz,3,1,16000,0,42,1
2022,0,Racing 92,24,20,Lyon,3,3,30000,0,4,1
2022,0,Perpignan,12,9,Toulon,1,3,14500,0,3,1
2022,0,Toulouse,27,15,Clermont,3,3,19000,0,12,1
2022,0,Brive,19,12,Paris,1,3,13900,0,7,1
2022,0,Lyon,15,20,Bordeaux,3,3,25000,0,-5,0
2022,0,Montpellier,21,11,La Rochelle,3,3,15600,0,10,1
2022,0,Perpignan,14,29,Pau,1,2,14500,0,-15,0
2022,0,Biarritz,11,17,Toulouse,1,3,13500,0,-6,0
2022,0,Castres,27,16,Toulon,2,3,12500,0,11,1
2022,0,Clermont,26,17,Racing 92,3,3,19000,0,9,1
2022,0,Biarritz,5,40,Lyon,1,3,13500,0,-35,0
2022,0,Bordeaux,27,23,Montpellier,3,3,33000,0,4,1
2022,0,Racing 92,17,14,Perpignan,3,1,30000,0,3,1
2022,0,La Rochelle,29,10,Castres,3,2,16000,0,19,1
2022,0,Toulouse,38,10,Pau,3,2,19000,0,28,1
2022,0,Toulon,13,9,Brive,3,1,18000,0,4,1
2022,0,Paris,22,14,Clermont,3,3,20000,0,8,1
2022,0,Brive,6,8,La Rochelle,1,3,13900,0,-2,0
2022,0,Castres,38,20,Biarritz,2,1,12500,0,18,1
2022,0,Pau,33,37,Bordeaux,2,3,18000,0,-4,0
2022,0,Perpignan,22,23,Paris,1,3,14500,0,-1,0
2022,0,Montpellier,20,22,Clermont,3,3,15600,0,-2,0
2022,0,Toulon,20,27,Racing 92,3,3,18000,0,-7,0
2022,0,Lyon,25,19,Toulouse,3,3,25000,0,6,1
2022,0,Clermont,42,20,Pau,3,2,19000,0,22,1
2022,0,Biarritz,37,9,Brive,1,1,13500,0,28,1
2022,0,Bordeaux,39,13,Perpignan,3,1,33000,0,26,1
2022,0,Paris,23,18,Lyon,3,3,20000,0,5,1
2022,0,Racing 92,21,32,Montpellier,3,3,30000,0,-11,0
2022,0,Toulouse,41,0,Castres,3,2,19000,0,41,1
2022,0,La Rochelle,39,6,Toulon,3,3,16000,0,33,1
2022,0,Castres,23,22,Brive,2,1,12500,0,1,1
2022,0,Toulon,13,9,Biarritz,3,1,18000,0,4,1
2022,0,Pau,18,9,Paris,2,3,18000,0,9,1
2022,0,Perpignan,22,13,La Rochelle,1,3,14500,0,9,1
2022,0,Montpellier,30,8,Lyon,3,3,15600,0,22,1
2022,0,Bordeaux,25,9,Clermont,3,3,33000,0,16,1
2022,0,Racing 92,27,18,Toulouse,3,3,30000,0,9,1
2022,0,La Rochelle,26,3,Bordeaux,3,3,16000,0,23,1
2022,0,Lyon,30,23,Castres,3,2,25000,0,7,1
2022,0,Pau,33,21,Biarritz,2,1,18000,0,12,1
2022,0,Paris,27,31,Montpellier,3,3,20000,0,-4,0
2022,0,Toulouse,37,15,Perpignan,3,1,19000,0,22,1
2022,0,Brive,12,10,Racing 92,1,3,13900,0,2,1
2022,0,Clermont,31,16,Toulon,3,3,19000,0,15,1
2022,0,Biarritz,17,14,Paris,1,3,13500,0,3,1
2022,0,Montpellier,25,24,Castres,3,2,15600,0,1,1
2022,0,La Rochelle,36,8,Pau,3,2,16000,0,28,1
2022,0,Perpignan,26,24,Clermont,1,3,14500,0,2,1
2022,0,Toulon,19,13,Lyon,3,3,18000,0,6,1
2022,0,Toulouse,18,11,Brive,3,1,19000,0,7,1
2022,0,Racing 92,14,37,Bordeaux,3,3,30000,0,-23,0
2022,0,Clermont,39,11,Biarritz,3,1,19000,0,28,1
2022,0,Castres,25,3,Racing 92,2,3,12500,0,22,1
2022,0,Lyon,41,0,Brive,3,1,25000,0,41,1
2022,0,Montpellier,30,6,Perpignan,3,1,15600,0,24,1
2022,0,Pau,16,16,Toulon,2,3,18000,0,0,0
2022,0,Bordeaux,17,7,Toulouse,3,3,33000,0,10,1
2022,0,Paris,25,20,La Rochelle,3,3,20000,0,5,1
2022,0,Perpignan,19,20,Castres,1,2,14500,0,-1,0
2022,0,Biarritz,12,27,Montpellier,1,3,13500,0,-15,0
2022,0,La Rochelle,25,3,Lyon,3,3,16000,0,22,1
2022,0,Toulouse,28,29,Paris,3,3,19000,0,-1,0
2022,0,Racing 92,35,29,Pau,3,2,30000,0,6,1
2022,0,Brive,27,20,Clermont,1,3,13900,0,7,1
2022,0,Toulon,21,18,Bordeaux,3,3,18000,0,3,1
2022,0,Paris,27,17,Perpignan,3,1,20000,0,10,1
2022,0,Clermont,16,13,Toulouse,3,3,19000,0,3,1
2022,0,Pau,43,20,Brive,2,1,18000,0,23,1
2022,0,Bordeaux,30,27,Biarritz,3,1,33000,0,3,1
2022,0,Castres,31,30,La Rochelle,2,3,12500,0,1,1
2022,0,Lyon,37,35,Racing 92,3,3,25000,0,2,1
2022,0,Montpellier,18,16,Toulon,3,3,15600,0,2,1
2022,0,Castres,15,9,Paris,2,3,12500,0,6,1
2022,0,Biarritz,23,25,Perpignan,1,1,13500,0,-2,0
2022,0,Brive,19,22,Bordeaux,1,3,13900,0,-3,0
2022,0,Lyon,35,10,Pau,3,2,25000,0,25,1
2022,0,Racing 92,33,28,Clermont,3,3,30000,0,5,1
2022,0,Toulon,41,11,La Rochelle,3,3,18000,0,30,1
2022,0,Toulouse,35,10,Montpellier,3,3,19000,0,25,1
2022,0,Bordeaux,23,10,Castres,3,2,33000,0,13,1
2022,0,Brive,33,10,Biarritz,1,1,13900,0,23,1
2022,0,La Rochelle,23,29,Montpellier,3,3,16000,0,-6,0
2022,0,Perpignan,23,28,Lyon,1,3,14500,0,-5,0
2022,0,Toulouse,15,20,Racing 92,3,3,19000,0,-5,0
2022,0,Pau,28,20,Clermont,2,3,18000,0,8,1
2022,0,Paris,26,24,Toulon,3,3,20000,0,2,1
2022,0,Perpignan,36,13,Toulouse,1,3,14500,0,23,1
2022,0,Lyon,26,22,Paris,3,3,25000,0,4,1
2022,0,Montpellier,29,12,Pau,3,2,15600,0,17,1
2022,0,Racing 92,57,19,Brive,3,1,30000,0,38,1
2022,0,Toulon,10,22,Castres,3,2,18000,0,-12,0
2022,0,Biarritz,27,24,La Rochelle,1,3,13500,0,3,1
2022,0,Clermont,29,26,Bordeaux,3,3,19000,0,3,1
2022,0,Pau,27,22,Toulouse,2,3,18000,0,5,1
2022,0,Brive,16,16,Montpellier,1,3,13900,0,0,0
2022,0,Castres,19,17,Lyon,2,3,12500,0,2,1
2022,0,Toulon,29,18,Perpignan,3,1,18000,0,11,1
2022,0,Paris,65,19,Biarritz,3,1,20000,0,46,1
2022,0,La Rochelle,31,27,Clermont,3,3,16000,0,4,1
2022,0,Bordeaux,13,16,Racing 92,3,3,33000,0,-3,0
2022,0,Clermont,52,12,Perpignan,3,1,19000,0,40,1
2022,0,Lyon,34,15,Biarritz,3,1,25000,0,19,1
2022,0,Racing 92,45,25,Castres,3,2,30000,0,20,1
2022,0,Pau,16,22,La Rochelle,2,3,18000,0,-6,0
2022,0,Brive,17,10,Toulon,1,3,13900,0,7,1
2022,0,Montpellier,30,3,Paris,3,3,15600,0,27,1
2022,0,Toulouse,12,11,Bordeaux,3,3,19000,0,1,1
2022,0,Castres,25,9,Montpellier,2,3,12500,0,16,1
2022,0,Biarritz,17,45,Toulon,1,3,13500,0,-28,0
2022,0,Bordeaux,16,23,Pau,3,2,33000,0,-7,0
2022,0,La Rochelle,41,15,Brive,3,1,16000,0,26,1
2022,0,Perpignan,34,13,Racing 92,1,3,14500,0,21,1
2022,0,Clermont,25,16,Lyon,3,3,19000,0,9,1
2022,0,Paris,23,16,Toulouse,3,3,20000,0,7,1
2022,0,Toulon,32,22,Clermont,3,3,18000,0,10,1
2022,0,Brive,28,12,Castres,1,2,13900,0,16,1
2022,0,Montpellier,37,22,Biarritz,3,1,15600,0,15,1
2022,0,Pau,27,22,Perpignan,2,1,18000,0,5,1
2022,0,La Rochelle,19,0,Racing 92,3,3,16000,0,19,1
2022,0,Paris,18,31,Bordeaux,3,3,20000,0,-13,0
2022,0,Toulouse,27,19,Lyon,3,3,19000,0,8,1
2022,0,Castres,19,13,Toulouse,2,3,12500,0,6,1
2022,0,Clermont,41,10,Brive,3,1,19000,0,31,1
2022,0,Biarritz,19,42,Pau,1,2,13500,0,-23,0
2022,0,Lyon,10,43,Toulon,3,3,25000,0,-33,0
2022,0,Perpignan,13,23,Montpellier,1,3,14500,0,-10,0
2022,0,Bordeaux,15,16,La Rochelle,3,3,33000,0,-1,0
2022,0,Racing 92,53,20,Paris,3,3,30000,0,33,1
2022,0,Castres,12,0,Clermont,2,3,12500,0,12,1
2022,0,Paris,21,18,Pau,3,2,20000,0,3,1
