season,month,home_team,home_score,away_score,away_team,home_budget,away_budget,stadium_capacity,is_international_window,score_diff,home_win
2017,0,Racing 92,22,20,Bordeaux,3,3,30000,0,2,1
2017,0,Toulon,32,12,Pau,3,2,18000,0,20,1
2017,0,Toulouse,40,12,Bayonne,3,2,19000,0,28,1
2017,0,Toulon,26,22,Castres,3,2,18000,0,4,1
2017,0,Montpellier,13,22,Racing 92,3,3,15600,0,-9,0
2017,0,La Rochelle,15,18,Toulon,3,3,16000,0,-3,0
2017,0,Clermont,37,31,Racing 92,3,3,19000,0,6,1
2017,0,Clermont,22,16,Toulon,3,3,19000,0,6,1
2018,0,Oyonnax,23,23,Toulouse,1,3,11400,0,0,0
2018,0,Brive,10,19,La Rochelle,1,3,13900,0,-9,0
2018,0,Montpellier,48,19,Agen,3,1,15600,0,29,1
2018,0,Paris,16,25,Lyon,3,3,20000,0,-9,0
2018,0,Racing 92,25,21,Castres,3,2,30000,0,4,1
2018,0,Bordeaux,32,25,Clermont,3,3,33000,0,7,1
2018,0,Toulon,41,14,Pau,3,2,18000,0,27,1
2018,0,Agen,23,19,Racing 92,1,3,14000,0,4,1
2018,0,Paris,35,24,La Rochelle,3,3,20000,0,11,1
2018,0,Castres,33,19,Bordeaux,2,3,12500,0,14,1
2018,0,Lyon,29,14,Brive,3,1,25000,0,15,1
2018,0,Montpellier,37,6,Oyonnax,3,1,15600,0,31,1
2018,0,Toulouse,23,19,Pau,3,2,19000,0,4,1
2018,0,Clermont,21,16,Toulon,3,3,19000,0,5,1
2018,0,La Rochelle,51,20,Clermont,3,3,16000,0,31,1
2018,0,Bordeaux,30,10,Paris,3,3,33000,0,20,1
2018,0,Brive,6,25,Racing 92,1,3,13900,0,-19,0
2018,0,Oyonnax,12,10,Agen,1,1,11400,0,2,1
2018,0,Castres,17,22,Montpellier,2,3,12500,0,-5,0
2018,0,Pau,30,14,Lyon,2,3,18000,0,16,1
2018,0,Toulon,20,16,Toulouse,3,3,18000,0,4,1
2018,0,Toulouse,53,17,Paris,3,3,19000,0,36,1
2018,0,Agen,15,20,La Rochelle,1,3,14000,0,-5,0
2018,0,Lyon,49,14,Bordeaux,3,3,25000,0,35,1
2018,0,Pau,28,13,Castres,2,2,18000,0,15,1
2018,0,Clermont,62,6,Brive,3,1,19000,0,56,1
2018,0,Racing 92,25,13,Oyonnax,3,1,30000,0,12,1
2018,0,Montpellier,43,20,Toulon,3,3,15600,0,23,1
2018,0,Clermont,23,21,Racing 92,3,3,19000,0,2,1
2018,0,Agen,14,20,Pau,1,2,14000,0,-6,0
2018,0,Bordeaux,47,17,Montpellier,3,3,33000,0,30,1
2018,0,La Rochelle,57,12,Oyonnax,3,1,16000,0,45,1
2018,0,Brive,19,22,Toulouse,1,3,13900,0,-3,0
2018,0,Lyon,31,12,Castres,3,2,25000,0,19,1
2018,0,Paris,15,19,Toulon,3,3,20000,0,-4,0
2018,0,Toulon,26,20,La Rochelle,3,3,18000,0,6,1
2018,0,Oyonnax,9,39,Bordeaux,1,3,11400,0,-30,0
2018,0,Pau,23,25,Paris,2,3,18000,0,-2,0
2018,0,Toulouse,30,10,Agen,3,1,19000,0,20,1
2018,0,Racing 92,17,20,Lyon,3,3,30000,0,-3,0
2018,0,Montpellier,54,10,Brive,3,1,15600,0,44,1
2018,0,Castres,29,23,Clermont,2,3,12500,0,6,1
2018,0,Paris,31,20,Montpellier,3,3,20000,0,11,1
2018,0,Bordeaux,30,27,Toulon,3,3,33000,0,3,1
2018,0,Brive,27,22,Castres,1,2,13900,0,5,1
2018,0,Oyonnax,16,19,Pau,1,2,11400,0,-3,0
2018,0,Agen,6,25,Lyon,1,3,14000,0,-19,0
2018,0,La Rochelle,16,9,Racing 92,3,3,16000,0,7,1
2018,0,Toulouse,28,18,Clermont,3,3,19000,0,10,1
2018,0,Toulon,41,24,Brive,3,1,18000,0,17,1
2018,0,Lyon,52,18,Oyonnax,3,1,25000,0,34,1
2018,0,Pau,16,22,Montpellier,2,3,18000,0,-6,0
2018,0,Racing 92,29,13,Bordeaux,3,3,30000,0,16,1
2018,0,Clermont,33,10,Paris,3,3,19000,0,23,1
2018,0,Castres,43,28,Agen,2,1,12500,0,15,1
2018,0,La Rochelle,37,21,Toulouse,3,3,16000,0,16,1
2018,0,Toulouse,38,37,Bordeaux,3,3,19000,0,1,1
2018,0,Lyon,15,19,La Rochelle,3,3,25000,0,-4,0
2018,0,Oyonnax,19,32,Castres,1,2,11400,0,-13,0
2018,0,Racing 92,23,20,Pau,3,2,30000,0,3,1
2018,0,Agen,26,24,Toulon,1,3,14000,0,2,1
2018,0,Brive,20,19,Paris,1,3,13900,0,1,1
2018,0,Montpellier,28,24,Clermont,3,3,15600,0,4,1
2018,0,Clermont,39,18,Lyon,3,3,19000,0,21,1
2018,0,Bordeaux,33,23,Agen,3,1,33000,0,10,1
2018,0,Castres,31,15,La Rochelle,2,3,12500,0,16,1
2018,0,Montpellier,32,22,Toulouse,3,3,15600,0,10,1
2018,0,Pau,34,15,Brive,2,1,18000,0,19,1
2018,0,Paris,39,35,Oyonnax,3,1,20000,0,4,1
2018,0,Toulon,29,40,Racing 92,3,3,18000,0,-11,0
2018,0,Castres,20,19,Toulon,2,3,12500,0,1,1
2018,0,Agen,29,13,Paris,1,3,14000,0,16,1
2018,0,Bordeaux,27,27,Brive,3,1,33000,0,0,0
2018,0,La Rochelle,44,14,Pau,3,2,16000,0,30,1
2018,0,Oyonnax,32,32,Clermont,1,3,11400,0,0,0
2018,0,Racing 92,26,0,Montpellier,3,3,30000,0,26,1
2018,0,Lyon,9,17,Toulouse,3,3,25000,0,-8,0
2018,0,La Rochelle,26,14,Montpellier,3,3,16000,0,12,1
2018,0,Brive,33,30,Oyonnax,1,1,13900,0,3,1
2018,0,Pau,27,17,Bordeaux,2,3,18000,0,10,1
2018,0,Toulouse,31,41,Castres,3,2,19000,0,-10,0
2018,0,Toulon,39,11,Lyon,3,3,18000,0,28,1
2018,0,Clermont,35,26,Agen,3,1,19000,0,9,1
2018,0,Paris,27,17,Racing 92,3,3,20000,0,10,1
2018,0,Racing 92,23,19,Toulouse,3,3,30000,0,4,1
2018,0,Agen,27,13,Brive,1,1,14000,0,14,1
2018,0,Bordeaux,29,19,La Rochelle,3,3,33000,0,10,1
2018,0,Montpellier,38,17,Lyon,3,3,15600,0,21,1
2018,0,Castres,28,6,Paris,2,3,12500,0,22,1
2018,0,Pau,22,21,Clermont,2,3,18000,0,1,1
2018,0,Toulon,49,25,Oyonnax,3,1,18000,0,24,1
2018,0,La Rochelle,47,6,Agen,3,1,16000,0,41,1
2018,0,Paris,22,12,Bordeaux,3,3,20000,0,10,1
2018,0,Brive,29,10,Montpellier,1,3,13900,0,19,1
2018,0,Oyonnax,12,16,Racing 92,1,3,11400,0,-4,0
2018,0,Toulouse,18,13,Toulon,3,3,19000,0,5,1
2018,0,Lyon,35,23,Pau,3,2,25000,0,12,1
2018,0,Clermont,27,31,Castres,3,2,19000,0,-4,0
2018,0,Bordeaux,19,10,Lyon,3,3,33000,0,9,1
2018,0,Brive,13,12,Toulon,1,3,13900,0,1,1
2018,0,Agen,30,3,Castres,1,2,14000,0,27,1
2018,0,Oyonnax,38,38,La Rochelle,1,3,11400,0,0,0
2018,0,Montpellier,28,16,Paris,3,3,15600,0,12,1
2018,0,Pau,11,10,Toulouse,2,3,18000,0,1,1
2018,0,Racing 92,58,6,Clermont,3,3,30000,0,52,1
2018,0,Toulon,36,12,Bordeaux,3,3,18000,0,24,1
2018,0,La Rochelle,33,24,Brive,3,1,16000,0,9,1
2018,0,Lyon,71,17,Agen,3,1,25000,0,54,1
2018,0,Toulouse,37,15,Oyonnax,3,1,19000,0,22,1
2018,0,Castres,13,18,Racing 92,2,3,12500,0,-5,0
2018,0,Paris,5,40,Pau,3,2,20000,0,-35,0
2018,0,Clermont,29,30,Montpellier,3,3,19000,0,-1,0
2018,0,Toulon,43,5,Paris,3,3,18000,0,38,1
2018,0,Agen,25,52,Toulouse,1,3,14000,0,-27,0
2018,0,Brive,16,21,Pau,1,2,13900,0,-5,0
2018,0,Oyonnax,30,43,Montpellier,1,3,11400,0,-13,0
2018,0,Lyon,36,10,Clermont,3,3,25000,0,26,1
2018,0,Bordeaux,6,7,Castres,3,2,33000,0,-1,0
2018,0,Racing 92,19,12,La Rochelle,3,3,30000,0,7,1
2018,0,Montpellier,11,10,Bordeaux,3,3,15600,0,1,1
2018,0,Castres,33,22,Lyon,2,3,12500,0,11,1
2018,0,Clermont,12,18,Oyonnax,3,1,19000,0,-6,0
2018,0,Paris,34,36,Agen,3,1,20000,0,-2,0
2018,0,Pau,24,15,Racing 92,2,3,18000,0,9,1
2018,0,Toulouse,45,28,Brive,3,1,19000,0,17,1
2018,0,La Rochelle,20,27,Toulon,3,3,16000,0,-7,0
2018,0,Lyon,15,6,Toulon,3,3,25000,0,9,1
2018,0,Agen,31,29,Montpellier,1,3,14000,0,2,1
2018,0,Castres,27,29,Pau,2,2,12500,0,-2,0
2018,0,Racing 92,17,13,Brive,3,1,30000,0,4,1
2018,0,Bordeaux,19,25,Toulouse,3,3,33000,0,-6,0
2018,0,Oyonnax,33,27,Paris,1,3,11400,0,6,1
2018,0,Clermont,21,17,La Rochelle,3,3,19000,0,4,1
2018,0,Montpellier,41,3,Racing 92,3,3,15600,0,38,1
2018,0,Bordeaux,20,26,Oyonnax,3,1,33000,0,-6,0
2018,0,Pau,18,15,La Rochelle,2,3,18000,0,3,1
2018,0,Toulon,54,5,Agen,3,1,18000,0,49,1
2018,0,Brive,9,11,Clermont,1,3,13900,0,-2,0
2018,0,Paris,23,17,Castres,3,2,20000,0,6,1
2018,0,Toulouse,20,27,Lyon,3,3,19000,0,-7,0
2018,0,Racing 92,28,22,Paris,3,3,30000,0,6,1
2018,0,Agen,10,15,Bordeaux,1,3,14000,0,-5,0
2018,0,La Rochelle,19,15,Lyon,3,3,16000,0,4,1
2018,0,Oyonnax,29,26,Toulon,1,3,11400,0,3,1
2018,0,Clermont,38,14,Pau,3,2,19000,0,24,1
2018,0,Castres,37,28,Brive,2,1,12500,0,9,1
2018,0,Toulouse,22,14,Montpellier,3,3,19000,0,8,1
2018,0,La Rochelle,31,20,Bordeaux,3,3,16000,0,11,1
2018,0,Paris,33,37,Toulouse,3,3,20000,0,-4,0
2018,0,Brive,15,12,Agen,1,1,13900,0,3,1
2018,0,Pau,33,12,Oyonnax,2,1,18000,0,21,1
2018,0,Montpellier,45,7,Castres,3,2,15600,0,38,1
2018,0,Toulon,49,0,Clermont,3,3,18000,0,49,1
2018,0,Lyon,22,24,Racing 92,3,3,25000,0,-2,0
2018,0,Castres,28,23,Toulouse,2,3,12500,0,5,1
2018,0,Bordeaux,19,18,Pau,3,2,33000,0,1,1
2018,0,Brive,25,27,Lyon,1,3,13900,0,-2,0
2018,0,Paris,50,13,Clermont,3,3,20000,0,37,1
2018,0,Agen,36,21,Oyonnax,1,1,14000,0,15,1
2018,0,Montpellier,40,24,La Rochelle,3,3,15600,0,16,1
2018,0,Racing 92,17,13,Toulon,3,3,30000,0,4,1
2018,0,Toulon,32,17,Montpellier,3,3,18000,0,15,1
2018,0,Clermont,33,3,Bordeaux,3,3,19000,0,30,1
2018,0,Oyonnax,40,17,Brive,1,1,11400,0,23,1
2018,0,Pau,22,33,Agen,2,1,18000,0,-11,0
2018,0,Lyon,44,3,Paris,3,3,25000,0,41,1
2018,0,La Rochelle,18,26,Castres,3,2,16000,0,-8,0
2018,0,Toulouse,42,27,Racing 92,3,3,19000,0,15,1
2018,0,Toulon,59,13,Castres,3,2,18000,0,46,1
2018,0,Agen,27,17,Clermont,1,3,14000,0,10,1
2018,0,Montpellier,45,13,Pau,3,2,15600,0,32,1
2018,0,Oyonnax,39,18,Lyon,1,3,11400,0,21,1
2018,0,Paris,30,22,Brive,3,1,20000,0,8,1
2018,0,Bordeaux,15,39,Racing 92,3,3,33000,0,-24,0
2018,0,Toulouse,19,14,La Rochelle,3,3,19000,0,5,1
2018,0,Brive,22,20,Bordeaux,1,3,13900,0,2,1
2018,0,Castres,54,3,Oyonnax,2,1,12500,0,51,1
2018,0,La Rochelle,31,7,Paris,3,3,16000,0,24,1
2018,0,Lyon,32,24,Montpellier,3,3,25000,0,8,1
2018,0,Pau,38,26,Toulon,2,3,18000,0,12,1
2018,0,Racing 92,42,13,Agen,3,1,30000,0,29,1
2018,0,Clermont,36,26,Toulouse,3,3,19000,0,10,1
2018,0,Toulon,19,19,Lyon,3,3,18000,0,0,0
2018,0,Toulouse,11,23,Castres,3,2,19000,0,-12,0
2018,0,Montpellier,40,14,Lyon,3,3,15600,0,26,1
2018,0,Racing 92,14,19,Castres,3,2,30000,0,-5,0
2018,0,Montpellier,13,29,Castres,3,2,15600,0,-16,0
2018,0,Grenoble,47,22,Oyonnax,1,1,20000,0,25,1
2019,0,Perpignan,15,46,Paris,1,3,14500,0,-31,0
2019,0,La Rochelle,28,21,Grenoble,3,1,16000,0,7,1
2019,0,Bordeaux,41,19,Pau,3,2,33000,0,22,1
2019,0,Clermont,67,23,Agen,3,1,19000,0,44,1
2019,0,Lyon,16,16,Toulouse,3,3,25000,0,0,0
2019,0,Toulon,9,25,Racing 92,3,3,18000,0,-16,0
2019,0,Montpellier,20,25,Castres,3,2,15600,0,-5,0
2019,0,Pau,20,10,Toulon,2,3,18000,0,10,1
2019,0,Paris,20,8,Bordeaux,3,3,20000,0,12,1
2019,0,Castres,19,16,Lyon,2,3,12500,0,3,1
2019,0,Montpellier,36,14,La Rochelle,3,3,15600,0,22,1
2019,0,Grenoble,20,23,Toulouse,1,3,20000,0,-3,0
2019,0,Agen,25,23,Perpignan,1,1,14000,0,2,1
2019,0,Racing 92,17,40,Clermont,3,3,30000,0,-23,0
2019,0,Bordeaux,9,9,Montpellier,3,3,33000,0,0,0
2019,0,Toulouse,33,26,La Rochelle,3,3,19000,0,7,1
2019,0,Racing 92,59,7,Agen,3,1,30000,0,52,1
2019,0,Perpignan,16,22,Lyon,1,3,14500,0,-6,0
2019,0,Clermont,42,20,Paris,3,3,19000,0,22,1
2019,0,Grenoble,21,24,Pau,1,2,20000,0,-3,0
2019,0,Toulon,28,27,Castres,3,2,18000,0,1,1
2019,0,Lyon,55,13,Montpellier,3,3,25000,0,42,1
2019,0,Pau,23,27,Clermont,2,3,18000,0,-4,0
2019,0,Agen,22,17,Bordeaux,1,3,14000,0,5,1
2019,0,Castres,29,13,Grenoble,2,1,12500,0,16,1
2019,0,Toulouse,30,17,Racing 92,3,3,19000,0,13,1
2019,0,La Rochelle,37,10,Perpignan,3,1,16000,0,27,1
2019,0,Paris,37,10,Toulon,3,3,20000,0,27,1
2019,0,Bordeaux,23,19,Clermont,3,3,33000,0,4,1
2019,0,La Rochelle,30,13,Lyon,3,3,16000,0,17,1
2019,0,Toulon,33,3,Agen,3,1,18000,0,30,1
2019,0,Grenoble,31,22,Perpignan,1,1,20000,0,9,1
2019,0,Racing 92,27,11,Castres,3,2,30000,0,16,1
2019,0,Pau,13,25,Paris,2,3,18000,0,-12,0
2019,0,Montpellier,66,15,Toulouse,3,3,15600,0,51,1
2019,0,Toulouse,22,26,Castres,3,2,19000,0,-4,0
2019,0,Agen,25,28,Pau,1,2,14000,0,-3,0
2019,0,Bordeaux,34,22,La Rochelle,3,3,33000,0,12,1
2019,0,Lyon,34,6,Grenoble,3,1,25000,0,28,1
2019,0,Perpignan,20,23,Montpellier,1,3,14500,0,-3,0
2019,0,Clermont,28,8,Toulon,3,3,19000,0,20,1
2019,0,Paris,16,17,Racing 92,3,3,20000,0,-1,0
2019,0,La Rochelle,16,12,Clermont,3,3,16000,0,4,1
2019,0,Grenoble,28,25,Bordeaux,1,3,20000,0,3,1
2019,0,Pau,12,9,Perpignan,2,1,18000,0,3,1
2019,0,Racing 92,13,19,Lyon,3,3,30000,0,-6,0
2019,0,Toulouse,10,0,Agen,3,1,19000,0,10,1
2019,0,Castres,9,14,Paris,2,3,12500,0,-5,0
2019,0,Montpellier,29,17,Toulon,3,3,15600,0,12,1
2019,0,Clermont,41,6,Castres,3,2,19000,0,35,1
2019,0,Agen,9,9,Grenoble,1,1,14000,0,0,0
2019,0,Perpignan,18,36,Toulouse,1,3,14500,0,-18,0
2019,0,Racing 92,48,28,Pau,3,2,30000,0,20,1
2019,0,Paris,25,20,Montpellier,3,3,20000,0,5,1
2019,0,Bordeaux,35,13,Lyon,3,3,33000,0,22,1
2019,0,Toulon,9,13,La Rochelle,3,3,18000,0,-4,0
2019,0,Grenoble,27,27,Clermont,1,3,20000,0,0,0
2019,0,Castres,37,10,Pau,2,2,12500,0,27,1
2019,0,La Rochelle,33,29,Agen,3,1,16000,0,4,1
2019,0,Toulon,26,16,Perpignan,3,1,18000,0,10,1
2019,0,Toulouse,40,0,Bordeaux,3,3,19000,0,40,1
2019,0,Lyon,41,6,Paris,3,3,25000,0,35,1
2019,0,Montpellier,13,27,Racing 92,3,3,15600,0,-14,0
2019,0,Bordeaux,36,25,Toulon,3,3,33000,0,11,1
2019,0,Agen,15,18,Montpellier,1,3,14000,0,-3,0
2019,0,Pau,13,15,Toulouse,2,3,18000,0,-2,0
2019,0,Perpignan,12,16,Castres,1,2,14500,0,-4,0
2019,0,Racing 92,24,23,Grenoble,3,1,30000,0,1,1
2019,0,Paris,12,14,La Rochelle,3,3,20000,0,-2,0
2019,0,Clermont,31,11,Lyon,3,3,19000,0,20,1
2019,0,Montpellier,23,28,Clermont,3,3,15600,0,-5,0
2019,0,Castres,13,16,Agen,2,1,12500,0,-3,0
2019,0,Lyon,30,10,Pau,3,2,25000,0,20,1
2019,0,La Rochelle,16,11,Racing 92,3,3,16000,0,5,1
2019,0,Toulon,22,3,Grenoble,3,1,18000,0,19,1
2019,0,Perpignan,11,22,Bordeaux,1,3,14500,0,-11,0
2019,0,Toulouse,49,20,Paris,3,3,19000,0,29,1
2019,0,Agen,6,19,Paris,1,3,14000,0,-13,0
2019,0,Toulon,40,7,Lyon,3,3,18000,0,33,1
2019,0,Grenoble,17,16,Montpellier,1,3,20000,0,1,1
2019,0,Pau,23,28,La Rochelle,2,3,18000,0,-5,0
2019,0,Racing 92,64,28,Perpignan,3,1,30000,0,36,1
2019,0,Castres,13,32,Bordeaux,2,3,12500,0,-19,0
2019,0,Clermont,20,20,Toulouse,3,3,19000,0,0,0
2019,0,Lyon,52,20,Agen,3,1,25000,0,32,1
2019,0,Paris,23,20,Grenoble,3,1,20000,0,3,1
2019,0,La Rochelle,53,27,Castres,3,2,16000,0,26,1
2019,0,Perpignan,16,37,Clermont,1,3,14500,0,-21,0
2019,0,Montpellier,41,13,Pau,3,2,15600,0,28,1
2019,0,Bordeaux,40,7,Racing 92,3,3,33000,0,33,1
2019,0,Toulouse,39,0,Toulon,3,3,19000,0,39,1
2019,0,Paris,27,8,Perpignan,3,1,20000,0,19,1
2019,0,Grenoble,6,16,Castres,1,2,20000,0,-10,0
2019,0,Montpellier,14,25,Lyon,3,3,15600,0,-11,0
2019,0,Pau,40,23,Bordeaux,2,3,18000,0,17,1
2019,0,Agen,20,27,Toulouse,1,3,14000,0,-7,0
2019,0,Racing 92,22,13,Toulon,3,3,30000,0,9,1
2019,0,Clermont,44,19,La Rochelle,3,3,19000,0,25,1
2019,0,Castres,24,16,Clermont,2,3,12500,0,8,1
2019,0,Bordeaux,25,17,Agen,3,1,33000,0,8,1
2019,0,Perpignan,24,30,Pau,1,2,14500,0,-6,0
2019,0,La Rochelle,27,25,Montpellier,3,3,16000,0,2,1
2019,0,Lyon,32,11,Racing 92,3,3,25000,0,21,1
2019,0,Toulouse,29,16,Grenoble,3,1,19000,0,13,1
2019,0,Toulon,33,30,Paris,3,3,18000,0,3,1
2019,0,Clermont,40,20,Bordeaux,3,3,19000,0,20,1
2019,0,Montpellier,10,28,Perpignan,3,1,15600,0,-18,0
2019,0,Paris,13,24,Lyon,3,3,20000,0,-11,0
2019,0,Pau,9,14,Castres,2,2,18000,0,-5,0
2019,0,Agen,19,10,Toulon,1,3,14000,0,9,1
2019,0,Grenoble,21,28,La Rochelle,1,3,20000,0,-7,0
2019,0,Racing 92,29,34,Toulouse,3,3,30000,0,-5,0
2019,0,Bordeaux,47,31,Grenoble,3,1,33000,0,16,1
2019,0,Perpignan,13,20,Agen,1,1,14500,0,-7,0
2019,0,Toulon,38,11,Pau,3,2,18000,0,27,1
2019,0,Toulouse,27,14,Montpellier,3,3,19000,0,13,1
2019,0,La Rochelle,14,27,Paris,3,3,16000,0,-13,0
2019,0,Castres,18,9,Racing 92,2,3,12500,0,9,1
2019,0,Lyon,19,13,Clermont,3,3,25000,0,6,1
2019,0,Racing 92,50,14,La Rochelle,3,3,30000,0,36,1
2019,0,Clermont,52,17,Grenoble,3,1,19000,0,35,1
2019,0,Montpellier,37,10,Bordeaux,3,3,15600,0,27,1
2019,0,Pau,27,17,Agen,2,1,18000,0,10,1
2019,0,Lyon,15,23,Castres,3,2,25000,0,-8,0
2019,0,Perpignan,11,24,Toulon,1,3,14500,0,-13,0
2019,0,Paris,9,28,Toulouse,3,3,20000,0,-19,0
2019,0,Toulon,18,21,Montpellier,3,3,18000,0,-3,0
2019,0,Agen,19,7,La Rochelle,1,3,14000,0,12,1
2019,0,Castres,36,17,Perpignan,2,1,12500,0,19,1
2019,0,Grenoble,16,34,Racing 92,1,3,20000,0,-18,0
2019,0,Bordeaux,26,12,Paris,3,3,33000,0,14,1
2019,0,Clermont,27,14,Pau,3,2,19000,0,13,1
2019,0,Toulouse,53,21,Lyon,3,3,19000,0,32,1
2019,0,Lyon,42,33,Toulon,3,3,25000,0,9,1
2019,0,Paris,32,16,Castres,3,2,20000,0,16,1
2019,0,Pau,15,24,Montpellier,2,3,18000,0,-9,0
2019,0,Perpignan,22,16,Grenoble,1,1,14500,0,6,1
2019,0,Agen,13,28,Clermont,1,3,14000,0,-15,0
2019,0,Racing 92,45,27,Bordeaux,3,3,30000,0,18,1
2019,0,La Rochelle,19,23,Toulouse,3,3,16000,0,-4,0
2019,0,Toulon,25,10,Toulouse,3,3,18000,0,15,1
2019,0,Bordeaux,31,22,Perpignan,3,1,33000,0,9,1
2019,0,Grenoble,21,17,Paris,1,3,20000,0,4,1
2019,0,Montpellier,33,17,Agen,3,1,15600,0,16,1
2019,0,Castres,25,11,La Rochelle,2,3,12500,0,14,1
2019,0,Pau,24,27,Lyon,2,3,18000,0,-3,0
2019,0,Clermont,31,31,Racing 92,3,3,19000,0,0,0
2019,0,Bordeaux,12,16,Castres,3,2,33000,0,-4,0
2019,0,Lyon,47,9,Perpignan,3,1,25000,0,38,1
2019,0,Paris,25,22,Agen,3,1,20000,0,3,1
2019,0,La Rochelle,71,21,Pau,3,2,16000,0,50,1
2019,0,Grenoble,19,18,Toulon,1,3,20000,0,1,1
2019,0,Racing 92,26,25,Montpellier,3,3,30000,0,1,1
2019,0,Toulouse,47,44,Clermont,3,3,19000,0,3,1
2019,0,Pau,29,27,Racing 92,2,3,18000,0,2,1
2019,0,Castres,20,21,Toulouse,2,3,12500,0,-1,0
2019,0,Agen,25,15,Lyon,1,3,14000,0,10,1
2019,0,Montpellier,47,12,Grenoble,3,1,15600,0,35,1
2019,0,Perpignan,29,49,La Rochelle,1,3,14500,0,-20,0
2019,0,Toulon,45,17,Bordeaux,3,3,18000,0,28,1
2019,0,Paris,25,41,Clermont,3,3,20000,0,-16,0
2019,0,Toulouse,83,6,Pau,3,2,19000,0,77,1
2019,0,Castres,9,12,Montpellier,2,3,12500,0,-3,0
2019,0,Clermont,35,13,Perpignan,3,1,19000,0,22,1
2019,0,Grenoble,11,29,Agen,1,1,20000,0,-18,0
2019,0,La Rochelle,30,21,Toulon,3,3,16000,0,9,1
2019,0,Lyon,34,10,Bordeaux,3,3,25000,0,24,1
2019,0,Racing 92,23,27,Paris,3,3,30000,0,-4,0
2019,0,Agen,10,17,Castres,1,2,14000,0,-7,0
2019,0,Pau,22,0,Grenoble,2,1,18000,0,22,1
2019,0,Perpignan,14,52,Racing 92,1,3,14500,0,-38,0
2019,0,Lyon,29,19,La Rochelle,3,3,25000,0,10,1
2019,0,Montpellier,42,25,Paris,3,3,15600,0,17,1
2019,0,Bordeaux,36,43,Toulouse,3,3,33000,0,-7,0
2019,0,Toulon,32,11,Clermont,3,3,18000,0,21,1
2019,0,Agen,3,35,Racing 92,1,3,14000,0,-32,0
2019,0,Castres,16,25,Toulon,2,3,12500,0,-9,0
2019,0,Clermont,27,28,Montpellier,3,3,19000,0,-1,0
2019,0,Grenoble,23,24,Lyon,1,3,20000,0,-1,0
2019,0,Paris,31,17,Pau,3,2,20000,0,14,1
2019,0,La Rochelle,81,12,Bordeaux,3,3,16000,0,69,1
2019,0,Toulouse,47,7,Perpignan,3,1,19000,0,40,1
2019,0,Racing 92,13,19,La Rochelle,3,3,30000,0,-6,0
2019,0,Lyon,21,16,Montpellier,3,3,25000,0,5,1
2019,0,Toulouse,20,6,La Rochelle,3,3,19000,0,14,1
2019,0,Clermont,33,13,Lyon,3,3,19000,0,20,1
2019,0,Toulouse,24,18,Clermont,3,3,19000,0,6,1
2019,0,Brive,28,22,Grenoble,1,1,13900,0,6,1
2020,0,Agen,25,44,Toulon,1,3,14000,0,-19,0
2020,0,Castres,26,25,Montpellier,2,3,12500,0,1,1
2020,0,Lyon,43,9,Paris,3,3,25000,0,34,1
2020,0,Pau,33,14,Brive,2,1,18000,0,19,1
2020,0,Racing 92,17,24,Bayonne,3,2,30000,0,-7,0
2020,0,Bordeaux,30,25,Toulouse,3,3,33000,0,5,1
2020,0,Clermont,28,10,La Rochelle,3,3,19000,0,18,1
2020,0,Bayonne,30,34,Clermont,2,3,16900,0,-4,0
2020,0,Agen,16,10,Brive,1,1,14000,0,6,1
2020,0,La Rochelle,28,26,Paris,3,3,16000,0,2,1
2020,0,Montpellier,43,22,Pau,3,2,15600,0,21,1
2020,0,Bordeaux,34,12,Toulon,3,3,33000,0,22,1
2020,0,Racing 92,23,14,Castres,3,2,30000,0,9,1
2020,0,Lyon,22,12,Toulouse,3,3,25000,0,10,1
2020,0,Castres,32,34,Bordeaux,2,3,12500,0,-2,0
2020,0,Toulon,6,20,Lyon,3,3,18000,0,-14,0
2020,0,Montpellier,30,16,La Rochelle,3,3,15600,0,14,1
2020,0,Paris,33,27,Bayonne,3,2,20000,0,6,1
2020,0,Pau,18,12,Agen,2,1,18000,0,6,1
2020,0,Brive,28,21,Clermont,1,3,13900,0,7,1
2020,0,Toulouse,20,17,Racing 92,3,3,19000,0,3,1
2020,0,La Rochelle,28,13,Toulouse,3,3,16000,0,15,1
2020,0,Bayonne,27,17,Castres,2,2,16900,0,10,1
2020,0,Clermont,28,37,Pau,3,2,19000,0,-9,0
2020,0,Lyon,59,3,Brive,3,1,25000,0,56,1
2020,0,Bordeaux,52,3,Paris,3,3,33000,0,49,1
2020,0,Agen,29,10,Montpellier,1,3,14000,0,19,1
2020,0,Toulon,32,29,Racing 92,3,3,18000,0,3,1
2020,0,Brive,39,17,Toulon,1,3,13900,0,22,1
2020,0,Bayonne,23,22,La Rochelle,2,3,16900,0,1,1
2020,0,Castres,30,27,Agen,2,1,12500,0,3,1
2020,0,Toulouse,24,23,Pau,3,2,19000,0,1,1
2020,0,Racing 92,20,31,Lyon,3,3,30000,0,-11,0
2020,0,Montpellier,17,17,Bordeaux,3,3,15600,0,0,0
2020,0,Paris,18,32,Clermont,3,3,20000,0,-14,0
2020,0,Clermont,20,13,Montpellier,3,3,19000,0,7,1
2020,0,Agen,27,29,Bayonne,1,2,14000,0,-2,0
2020,0,Brive,23,9,Toulouse,1,3,13900,0,14,1
2020,0,Castres,46,16,Paris,2,3,12500,0,30,1
