season,home_team,home_score,away_score,away_team
2024,Montpellier,26,15,La Rochelle
2024,Paris,28,18,Oyonnax
2024,La Rochelle,35,14,Lyon
2024,Bordeaux,25,23,Castres
2024,Clermont,38,14,Perpignan
2024,Pau,19,17,Racing 92
2024,Toulon,19,14,Bayonne
2024,Toulouse,38,13,Montpellier
2024,Oyonnax,21,27,Toulouse
2024,Castres,37,0,Bayonne
2024,Paris,24,9,Montpellier
2024,Pau,40,10,Lyon
2024,Racing 92,59,10,Perpignan
2024,Clermont,11,10,La Rochelle
2024,Bordeaux,22,17,Toulon
2024,Bayonne,16,3,Paris
2024,Perpignan,24,39,Pau
2024,Lyon,41,22,Clermont
2024,Montpellier,16,19,Racing 92
2024,Toulon,41,7,Oyonnax
2024,La Rochelle,24,27,Castres
2024,Toulouse,29,22,Bordeaux
2024,Oyonnax,19,17,La Rochelle
2024,Perpignan,26,22,Toulon
2024,Bordeaux,26,13,Montpellier
2024,Clermont,46,14,Bayonne
2024,Paris,39,16,Castres
2024,Racing 92,22,20,Lyon
2024,Pau,13,9,Toulouse
2024,Toulouse,43,34,Perpignan
2024,Castres,39,11,Oyonnax
2024,Lyon,32,36,Paris
2024,Montpellier,17,20,Clermont
2024,Pau,20,11,Bordeaux
2024,La Rochelle,18,15,Bayonne
2024,Toulon,31,26,Racing 92
2024,Paris,9,13,Racing 92
2024,Bayonne,35,16,Pau
2024,Perpignan,23,16,Montpellier
2024,Oyonnax,38,20,Lyon
2024,Clermont,27,30,Toulon
2024,Castres,31,23,Toulouse
2024,La Rochelle,25,21,Bordeaux
2024,Toulon,41,19,Castres
2024,Bordeaux,46,22,Perpignan
2024,Lyon,42,29,Bayonne
2024,Montpellier,21,26,Oyonnax
2024,Pau,30,6,Paris
2024,Toulouse,31,10,Clermont
2024,Racing 92,32,10,La Rochelle
2024,Toulon,36,13,Pau
2024,Bayonne,34,19,Montpellier
2024,Oyonnax,23,29,Bordeaux
2024,Castres,29,14,Lyon
2024,La Rochelle,35,6,Perpignan
2024,Clermont,23,18,Racing 92
2024,Paris,27,12,Toulouse
2024,Perpignan,36,10,Bayonne
2024,Bordeaux,46,10,Lyon
2024,Montpellier,30,21,Castres
2024,Racing 92,66,10,Oyonnax
2024,Pau,22,11,Clermont
2024,Paris,18,13,La Rochelle
2024,Toulouse,25,17,Toulon
2024,Oyonnax,34,13,Pau
2024,Clermont,35,40,Bordeaux
2024,Lyon,20,18,Montpellier
2024,Bayonne,27,23,Racing 92
2024,Toulon,19,5,Paris
2024,La Rochelle,29,8,Toulouse
2024,Castres,13,17,Perpignan
2024,Pau,20,29,La Rochelle
2024,Perpignan,27,12,Oyonnax
2024,Bordeaux,24,23,Bayonne
2024,Paris,14,14,Clermont
2024,Racing 92,34,30,Castres
2024,Toulouse,45,0,Lyon
2024,Montpellier,27,17,Toulon
2024,Bordeaux,26,30,Paris
2024,Bayonne,21,17,Oyonnax
2024,Castres,20,23,Clermont
2024,Lyon,36,24,Perpignan
2024,Montpellier,22,17,Pau
2024,Toulon,25,23,La Rochelle
2024,Racing 92,20,27,Toulouse
2024,Perpignan,26,5,Racing 92
2024,Oyonnax,19,23,Paris
2024,Clermont,38,21,Lyon
2024,La Rochelle,18,10,Montpellier
2024,Pau,33,44,Castres
2024,Toulouse,46,26,Bayonne
2024,Toulon,32,37,Bordeaux
2024,Lyon,28,17,La Rochelle
2024,Bordeaux,10,20,Pau
2024,Paris,32,19,Perpignan
2024,Racing 92,20,44,Montpellier
2024,Toulouse,61,34,Oyonnax
2024,Bayonne,21,13,Clermont
2024,Castres,25,17,Toulon
2024,Montpellier,28,23,Bayonne
2024,Perpignan,27,15,La Rochelle
2024,Castres,41,12,Bordeaux
2024,Lyon,43,26,Oyonnax
2024,Pau,17,9,Toulon
2024,Racing 92,11,27,Paris
2024,Clermont,33,37,Toulouse
2024,Toulouse,33,6,Castres
2024,Bayonne,39,10,Lyon
2024,Oyonnax,35,39,Montpellier
2024,Paris,25,12,Pau
2024,Toulon,44,22,Perpignan
2024,Bordeaux,21,5,Racing 92
2024,La Rochelle,42,3,Clermont
2024,La Rochelle,23,3,Paris
2024,Clermont,15,15,Oyonnax
2024,Lyon,34,19,Castres
2024,Montpellier,10,3,Bordeaux
2024,Pau,42,40,Bayonne
2024,Perpignan,27,17,Toulouse
2024,Racing 92,20,6,Toulon
2024,Toulon,54,7,Montpellier
2024,Oyonnax,14,15,Perpignan
2024,Castres,21,23,Racing 92
2024,Clermont,31,28,Pau
2024,Paris,22,13,Lyon
2024,Bayonne,13,12,La Rochelle
2024,Bordeaux,31,28,Toulouse
2024,Montpellier,10,12,Paris
2024,Perpignan,43,12,Castres
2024,La Rochelle,40,21,Oyonnax
2024,Lyon,27,10,Bordeaux
2024,Racing 92,26,10,Clermont
2024,Toulouse,31,29,Pau
2024,Bayonne,10,46,Toulon
2024,Castres,25,24,La Rochelle
2024,Perpignan,51,20,Lyon
2024,Oyonnax,13,43,Racing 92
2024,Paris,28,24,Bayonne
2024,Pau,31,23,Montpellier
2024,Toulon,20,19,Toulouse
2024,Bordeaux,41,7,Clermont
2024,Toulouse,32,12,Racing 92
2024,Bayonne,15,34,Bordeaux
2024,Oyonnax,22,19,Castres
2024,Lyon,38,20,Pau
2024,Montpellier,20,25,Perpignan
2024,Clermont,41,18,Paris
2024,La Rochelle,27,17,Toulon
2024,Perpignan,28,35,Clermont
2024,Castres,27,26,Montpellier
2024,Pau,39,17,Oyonnax
2024,Racing 92,28,37,Bayonne
2024,Toulon,30,24,Lyon
2024,Bordeaux,34,14,La Rochelle
2024,Toulouse,49,18,Paris
2024,Montpellier,22,29,Toulouse
2024,Bayonne,23,20,Perpignan
2024,Oyonnax,17,27,Toulon
2024,Clermont,36,20,Castres
2024,Lyon,20,14,Racing 92
2024,La Rochelle,25,23,Pau
2024,Paris,22,18,Bordeaux
2024,Racing 92,24,15,Pau
2024,Perpignan,37,30,Bordeaux
2024,Oyonnax,27,20,Bayonne
2024,Castres,27,18,Paris
2024,Montpellier,41,26,Lyon
2024,Toulon,52,10,Clermont
2024,Toulouse,31,31,La Rochelle
2024,Bayonne,17,28,Castres
2024,Bordeaux,40,7,Oyonnax
2024,Clermont,52,15,Montpellier
2024,La Rochelle,24,19,Racing 92
2024,Lyon,40,28,Toulouse
2024,Paris,23,20,Toulon
2024,Pau,36,24,Perpignan
2024,Toulon,29,34,La Rochelle
2024,Bordeaux,31,17,Racing 92
2024,Toulouse,39,23,La Rochelle
2024,Paris,20,22,Bordeaux
2024,Toulouse,59,3,Bordeaux
2024,Grenoble,18,20,Montpellier
2025,Bayonne,21,19,Perpignan
2025,Clermont,39,7,Pau
2025,Castres,31,28,Racing 92
2025,Montpellier,22,26,Lyon
2025,Bordeaux,46,26,Paris
2025,La Rochelle,19,15,Toulon
2025,Vannes,18,43,Toulouse
2025,Toulon,30,28,Castres
2025,Paris,34,31,Vannes
2025,Racing 92,33,20,Clermont
2025,Pau,51,29,Bayonne
2025,Perpignan,7,26,Montpellier
2025,Lyon,28,26,Bordeaux
2025,Toulouse,35,27,La Rochelle
2025,Montpellier,11,20,Toulouse
2025,Clermont,26,10,Bayonne
2025,Castres,27,12,Perpignan
2025,Vannes,30,20,Lyon
2025,La Rochelle,49,25,Pau
2025,Bordeaux,52,34,Racing 92
2025,Paris,10,14,Toulon
2025,Perpignan,33,3,Clermont
2025,Bayonne,28,27,Montpellier
2025,Lyon,40,38,Castres
2025,Racing 92,16,17,La Rochelle
2025,Toulon,54,19,Vannes
2025,Pau,30,16,Paris
2025,Toulouse,12,16,Bordeaux
2025,Vannes,24,27,Racing 92
2025,Paris,29,20,Montpellier
2025,La Rochelle,43,22,Lyon
2025,Bordeaux,30,27,Bayonne
2025,Perpignan,11,10,Pau
2025,Castres,28,23,Toulouse
2025,Clermont,19,18,Toulon
2025,Racing 92,22,6,Toulon
2025,Bayonne,37,7,La Rochelle
2025,Montpellier,26,24,Vannes
2025,Pau,33,26,Castres
2025,Bordeaux,66,12,Perpignan
2025,Toulouse,48,14,Clermont
2025,Lyon,35,3,Paris
2025,Bayonne,32,15,Racing 92
2025,Clermont,55,33,Vannes
2025,Castres,35,13,Paris
2025,Toulon,30,17,Montpellier
2025,Perpignan,29,26,Lyon
2025,Pau,14,22,Toulouse
2025,La Rochelle,32,22,Bordeaux
2025,Bordeaux,19,6,Pau
2025,Lyon,38,49,Bayonne
2025,Montpellier,16,0,La Rochelle
2025,Racing 92,30,23,Perpignan
2025,Vannes,34,28,Castres
2025,Paris,36,6,Clermont
2025,Toulouse,57,5,Toulon
2025,Clermont,32,27,Bordeaux
2025,Castres,30,26,Montpellier
2025,Toulon,21,10,Lyon
2025,Pau,23,33,Racing 92
2025,Perpignan,32,13,Vannes
2025,La Rochelle,35,18,Paris
2025,Bayonne,12,8,Toulouse
2025,Toulon,39,19,Bayonne
2025,Castres,28,24,La Rochelle
2025,Lyon,22,30,Clermont
2025,Montpellier,30,3,Pau
2025,Toulouse,41,9,Perpignan
2025,Vannes,29,37,Bordeaux
2025,Paris,40,24,Racing 92
2025,Racing 92,17,21,Toulouse
2025,Clermont,54,10,Castres
2025,Pau,29,15,Lyon
2025,La Rochelle,14,23,Vannes
2025,Bordeaux,9,6,Montpellier
2025,Perpignan,13,22,Toulon
2025,Bayonne,21,13,Paris
2025,La Rochelle,20,15,Clermont
2025,Montpellier,21,17,Racing 92
2025,Toulon,56,25,Pau
2025,Vannes,21,27,Bayonne
2025,Paris,24,7,Perpignan
2025,Castres,3,13,Bordeaux
2025,Lyon,17,17,Toulouse
2025,Pau,48,24,Vannes
2025,Bayonne,33,12,Castres
2025,Clermont,18,22,Montpellier
2025,Bordeaux,21,17,Toulon
2025,Racing 92,25,25,Lyon
2025,Perpignan,21,13,La Rochelle
2025,Toulouse,38,23,Paris
2025,Toulon,36,24,Racing 92
2025,Castres,24,19,Pau
2025,Lyon,17,12,Perpignan
2025,Montpellier,42,10,Bayonne
2025,Paris,19,46,Bordeaux
2025,La Rochelle,22,19,Toulouse
2025,Vannes,19,20,Clermont
2025,Toulouse,27,17,Montpellier
2025,Racing 92,20,27,Castres
2025,Vannes,33,28,Paris
2025,Pau,20,14,Clermont
2025,Perpignan,16,11,Bayonne
2025,Bordeaux,20,22,Lyon
2025,Toulon,45,26,La Rochelle
2025,Bayonne,36,32,Bordeaux
2025,Lyon,53,17,La Rochelle
2025,Racing 92,25,30,Vannes
2025,Paris,39,37,Pau
2025,Perpignan,20,20,Castres
2025,Montpellier,30,38,Toulon
2025,Clermont,18,35,Toulouse
2025,Castres,30,25,Lyon
2025,Toulon,24,6,Paris
2025,Vannes,37,24,Montpellier
2025,Pau,23,6,Perpignan
2025,La Rochelle,21,26,Racing 92
2025,Toulouse,41,6,Bayonne
2025,Bordeaux,22,18,Clermont
2025,Paris,22,17,La Rochelle
2025,Lyon,27,20,Toulon
2025,Montpellier,21,17,Castres
2025,Racing 92,29,47,Pau
2025,Toulouse,63,21,Vannes
2025,Perpignan,17,29,Bordeaux
2025,Bayonne,31,18,Clermont
2025,La Rochelle,12,12,Castres
2025,Clermont,21,23,Racing 92
2025,Lyon,36,21,Vannes
2025,Pau,40,38,Montpellier
2025,Paris,31,27,Bayonne
2025,Toulon,40,19,Perpignan
2025,Bordeaux,32,24,Toulouse
2025,Toulouse,55,10,Pau
2025,Clermont,33,19,La Rochelle
2025,Bayonne,28,14,Lyon
2025,Montpellier,38,32,Paris
2025,Vannes,20,20,Perpignan
2025,Castres,28,26,Toulon
2025,Racing 92,36,31,Bordeaux
2025,Pau,22,26,Bordeaux
2025,Castres,32,13,Vannes
2025,Lyon,32,23,Montpellier
2025,La Rochelle,29,28,Bayonne
2025,Perpignan,28,24,Racing 92
2025,Toulon,31,24,Clermont
2025,Paris,21,27,Toulouse
2025,Toulouse,52,6,Castres
2025,Clermont,39,31,Lyon
2025,Bayonne,27,22,Pau
2025,Montpellier,19,13,Perpignan
2025,Vannes,29,19,Toulon
2025,Bordeaux,10,21,La Rochelle
2025,Racing 92,49,24,Paris
2025,Lyon,27,29,Pau
2025,Racing 92,24,24,Bayonne
2025,Vannes,29,30,La Rochelle
2025,Perpignan,20,18,Paris
2025,Toulon,16,50,Toulouse
2025,Montpellier,46,27,Bordeaux
2025,Castres,34,29,Clermont
2025,Bordeaux,34,29,Castres
2025,Clermont,31,13,Perpignan
2025,Bayonne,38,32,Vannes
2025,Pau,25,21,Toulon
2025,Paris,31,30,Lyon
2025,Toulouse,35,37,Racing 92
2025,La Rochelle,47,18,Montpellier
2025,Clermont,55,20,Paris
2025,Castres,33,3,Bayonne
2025,Racing 92,25,27,Montpellier
2025,Vannes,26,52,Pau
2025,La Rochelle,38,15,Perpignan
2025,Toulouse,43,3,Lyon
2025,Toulon,27,10,Bordeaux
2025,Bayonne,18,10,Toulon
2025,Lyon,34,47,Racing 92
2025,Montpellier,10,23,Clermont
2025,Pau,32,18,La Rochelle
2025,Paris,21,10,Castres
2025,Bordeaux,59,28,Vannes
2025,Perpignan,42,35,Toulouse
2025,Bayonne,20,3,Clermont
2025,Toulon,52,23,Castres
2025,Toulouse,32,25,Bayonne
2025,Bordeaux,39,24,Toulon
2025,Toulouse,39,33,Bordeaux
2025,Grenoble,11,13,Perpignan
